id,title,rating_number,rating_text,reviews_count,avg_check,type,cuisines,tags
46068,Империя пиццы и суши,9.6,Идеально,7,700,Ресторан,"смешанная,стейки,пицца,бургеры,итальянская,азиатская","бизнес-ланч,доставка"
45136,Falafel Bro,9.9,Идеально,3,600,Кафе,"вегетарианская,стритфуд,шаурма,бургеры",доставка
44209,Токио Рамен,10.0,Идеально,2,750,Кафе,"японская,рамен,суши",
42881,Журавли,8.7,Отлично,7,600,Бар,"русская,коктейли",доставка
38876,Lights Cafe,9.1,Идеально,8,800,Кафе,европейская,"детское меню,бизнес-ланч,парковка"
30960,Starbucks,7.9,Хорошо,8,700,Кофейня,европейская,парковка
37862,Parka,9.2,Идеально,2,500,Бар,"европейская,крафтовое пиво,стейки,бургеры",парковка
44613,Izumi,9.0,Идеально,4,600,Ресторан,"азиатская,японская","караоке,кабинки"
46240,Крендель,9.0,Идеально,11,700,Гастробар,"европейская,смешанная","еда навынос,доставка"
46430,Крепкое & Хмельное,10.0,Идеально,8,250,Бар,закуски,спортивные трансляции
45286,11/1,10.0,Идеально,2,600,Кафе,европейская,завтрак
48142,Raf & Gotovo,10.0,Идеально,2,300,Кофейня,"европейская,десерты","еда навынос,завтрак"
33360,Хлеб и вино,9.7,Идеально,11,700,Винотека,европейская,заказ кейтеринга
39895,Индийская точка,9.0,Идеально,57,600,Кафе,индийская,парковка
43082,Kult,9.4,Идеально,18,700,Кальянная,"европейская,крафтовое пиво","кальян,спортивные трансляции,настольные игры,парковка"
38661,Хищnik Cтейкs & Burgers,9.0,Идеально,21,730,Кафе,"европейская,бургеры,крафтовое пиво,вегетарианские блюда",
47595,Райдора,9.0,Идеально,21,800,Кафе,"европейская,десерты","еда навынос,бранч,детское меню,детская комната,завтрак"
46867,Гурманика,9.8,Идеально,3,400,Кафе,"европейская,десерты,русская","еда навынос,детское меню,детская комната,бизнес-ланч,завтрак"
37886,Кот Шредингера,7.6,Хорошо,19,700,Бар,"европейская,коктейли",парковка
47403,Кнорозов бар,9.8,Идеально,2,400,Бар,"мексиканская,коктейли",
30572,Вай мэ!,9.1,Идеально,73,400,Кафе,"грузинская,кавказская,шаурма","заказ кейтеринга,спортивные трансляции,доставка,парковка"
39360,Разведка,9.3,Идеально,8,700,Бар,"европейская,коктейли,суши",
45325,Boho Lounge,8.8,Отлично,10,700,Кальянная,"европейская,смешанная,бургеры,коктейли,закуски","панорамный вид,живая музыка,бизнес-ланч,шоу-программа,dj"
41985,The Bix,10.0,Идеально,2,650,Бар,"коктейли,крафтовое пиво,американская","бранч,живая музыка"
33577,Гадкий койот,7.0,Хорошо,9,300,Бар,"коктейли,закуски","день святого валентина,здесь танцуют,живая музыка,шоу-программа,dj"
42227,Ежик в тумане,7.1,Хорошо,43,650,Кальянная,"европейская,закуски","кальян,настольные игры"
40942,Family Farm Burger,7.9,Хорошо,11,500,Бургерная,"европейская,стритфуд,бургеры",бизнес-ланч
42377,Спиро,8.0,Отлично,5,600,Кафе,"смешанная,суши,пицца","за городом,доставка"
30691,Все твои друзья,7.5,Хорошо,3,700,Бар,"европейская,крафтовое пиво","спортивные трансляции,парковка"
37126,Silver Panda,7.3,Хорошо,5,400,Кафе,"азиатская,китайская,рамен",завтрак
39511,Sedelice,7.9,Хорошо,3,600,Кафе,сладости,завтрак
42402,Marketplace,7.3,Хорошо,3,800,Ресторан,"европейская,смешанная","бизнес-ланч,завтрак"
41691,Муракамэ,8.0,Отлично,4,500,Кафе,японская,
30710,Под мухой,7.2,Хорошо,8,700,Бар,коктейли,парковка
39077,Meat Me,8.1,Отлично,4,700,Кафе,стритфуд,"завтрак,доставка"
39256,Круассан,8.0,Отлично,1,700,Кофейня,сладости,"за городом,завтрак,парковка"
43201,Lao Lee Café,8.0,Отлично,2,750,Кафе,"азиатская,вьетнамская",доставка
38507,Cofix,8.0,Отлично,11,150,Кафе,европейская,
44568,Shawarma VIP House,7.6,Хорошо,3,600,Кафе,"стритфуд,шаурма,восточная",
30631,Cook’kareku,7.5,Хорошо,12,800,Ресторан,смешанная,"детская комната,завтрак,доставка"
32795,Obed Bufet,8.2,Отлично,3,700,Кафе,"европейская,русская","детская комната,живая музыка,спортивные трансляции,парковка"
38501,Black Star Burger,6.6,Неплохо,20,400,Бургерная,"стритфуд,бургеры,американская",заказ кейтеринга
30545,Марукамэ,8.0,Отлично,5,700,Кафе,японская,
32869,Il giorno,8.3,Отлично,2,800,Кафе,"европейская,смешанная,суши","заказ кейтеринга,завтрак,парковка"
30629,Fruits & Veges,8.0,Отлично,3,700,Кафе,"вегетарианская,вегетарианские блюда",парковка
42299,Neon Monkey,7.6,Хорошо,4,800,Бар,"тайская,азиатская",
39847,Мэри,8.3,Отлично,7,700,Кафе,"европейская,грузинская","детское меню,караоке,детская комната,живая музыка,бизнес-ланч"
39464,Милано,8.4,Отлично,5,500,Пиццерия,"итальянская,пицца,бургеры","доставка,парковка"
42039,Corneli Pizza,8.3,Отлично,5,700,Служба доставки,"европейская,пицца",доставка
44179,Kab Kao,8.3,Отлично,2,700,Кафе,"тайская,азиатская,стритфуд",доставка
30770,Grill & Gyros,8.5,Отлично,2,700,Кафе,греческая,"заказ кейтеринга,завтрак,доставка"
37109,Эль и стаут,8.4,Отлично,4,700,Паб,"европейская,крафтовое пиво,итальянская","караоке,спортивные трансляции"
47098,Insider Bar,8.0,Отлично,1,600,Бар,"коктейли,закуски",
46005,Антипа,7.7,Хорошо,1,200,Кофейня,"сладости,закуски,спешелти кофе",
43204,Макарош,8.7,Отлично,3,800,Ресторан,"европейская,итальянская,смешанная,бургеры","завтрак,доставка"
37661,Лепим и варим,8.4,Отлично,5,700,Кафе,русская,"завтрак,парковка"
30502,Винный базар,8.5,Отлично,2,700,Винотека,европейская,"бизнес-ланч,доставка,парковка"
30612,Farш,7.4,Хорошо,20,700,Бургерная,"стритфуд,стейки,бургеры,американская",доставка
42103,Chikara,8.7,Отлично,5,700,Кафе,"азиатская,японская,смешанная,суши,пицца","за городом,бизнес-ланч,спортивные трансляции,доставка"
46905,Croco Coffee,7.8,Хорошо,4,150,Кофейня,"десерты,закуски","еда навынос,завтрак"
31122,Meating,8.8,Отлично,2,700,Кафе,американская,"доставка,парковка"
42985,Lamm's,6.9,Неплохо,9,350,Кондитерская,"десерты,сладости",доставка
32728,Ближние горки,8.7,Отлично,3,700,Кафе,"европейская,русская","живая музыка,бизнес-ланч,завтрак"
44604,Black Star Gaming Club,8.7,Отлично,2,500,Кальянная,пицца,"кальян,спортивные трансляции,настольные игры,кабинки"
44364,Салют,7.3,Хорошо,3,550,Кафе,европейская,"можно с животными,завтрак"
44301,Дом Плова,8.9,Отлично,3,700,Кафе,"узбекская,восточная,суши",
46635,Моряк и чайка,6.3,Неплохо,6,300,Бар,"европейская,коктейли,закуски",
43531,Делюсь душой,7.7,Хорошо,4,200,Кофейня,"вегетарианская,десерты","можно с животными,кулинарные мастер-классы"
30711,Брусника,7.9,Хорошо,8,700,Кафе,европейская,"живая музыка,бизнес-ланч,завтрак,парковка"
33990,Хинкали Point,8.4,Отлично,2,700,Кафе,грузинская,"бизнес-ланч,парковка"
36154,Рюмочная,9.0,Идеально,1,700,Рюмочная,русская,живая музыка
42580,Method Beer & Munchies,9.0,Идеально,3,700,Бар,"крафтовое пиво,закуски",бизнес-ланч
43040,Паттерна,8.9,Отлично,10,600,Бар,"крафтовое пиво,закуски","спортивные трансляции,настольные игры,парковка"
43048,Gonzo Lounge,8.8,Отлично,3,800,Бар,"европейская,бургеры","караоке,живая музыка,бизнес-ланч,кальян,спортивные трансляции"
38031,Sos Cafe,8.8,Отлично,111,600,Кафе,"стритфуд,американская",заказ кейтеринга
41723,Светское кафе,9.2,Идеально,3,650,Кафе,европейская,"бизнес-ланч,завтрак"
30709,Шоколадное ателье,9.3,Идеально,5,700,Кондитерская,"торты на заказ,сладости",парковка
30528,Энтузиаст,8.5,Отлично,5,700,Кафе,"крафтовое пиво,американская","еда навынос,доставка,парковка"
46204,Тебурасика,5.7,Нормально,5,300,Бар,"японская,азиатская,закуски",
32605,БониМария,9.1,Идеально,6,800,Банкетный зал,"европейская,кавказская,смешанная,русская","детское меню,живая музыка,камин,парковка"
35832,Papa John’s,7.7,Хорошо,14,700,Кафе,"пицца,американская",доставка
31446,McDonald’s,9.5,Идеально,2,700,Кафе,американская,
41444,Пончики из детства,9.7,Идеально,6,300,Кафе,"русская,пончики","за городом,бизнес-ланч,завтрак,парковка"
30590,Грабли,7.8,Хорошо,23,600,Ресторан,"европейская,русская,торты на заказ,десерты","детские мастер-классы,завтрак,доставка"
39121,Fry Day Cafe,9.7,Идеально,11,800,Ресторан,"европейская,суши,итальянская,японская","за городом,детское меню,детская комната,бизнес-ланч"
44864,Поминальная трапеза,9.6,Идеально,3,800,Банкетный зал,"европейская,русская",парковка
38875,Карамель,9.6,Идеально,9,800,Ресторан,"европейская,русская","караоке,кальян"
37291,Domino's Pizza,10.0,Идеально,1,700,Пиццерия,"европейская,пицца","доставка,парковка"
45021,Барка,9.0,Идеально,2,350,Рюмочная,европейская,"бизнес-ланч,завтрак"
46480,"Мама, я в Берлине",9.2,Идеально,2,500,Кафе,"европейская,немецкая",бизнес-ланч
43863,Greek Street,3.6,Плохо,5,600,Корнер,"греческая,средиземноморская,стритфуд",
46259,Рестопаркинг,3.8,Плохо,4,700,Ресторанный комплекс,смешанная,
30594,Воккер,5.3,Нормально,1,700,Кафе,азиатская,"доставка,парковка"
44695,Буше,3.0,Плохо,2,700,Кафе,"европейская,десерты,торты на заказ,сладости",завтрак
46241,Underdog,3.8,Плохо,3,350,Бар,"стритфуд,крафтовое пиво","еда навынос,можно с животными,доставка"
42435,Panda Express,4.7,Посредственно,13,500,Кафе,"китайская,азиатская",за городом
40121,Братья Крафт,5.3,Нормально,2,500,Бар,"крафтовое пиво,закуски",
38333,Халасё,5.5,Нормально,2,500,Кафе,"японская,азиатская,крафтовое пиво,суши",доставка
36253,KFC на ВДНХ,5.7,Нормально,2,700,Кафе,американская,
30583,Чито-Ра,9.8,Идеально,2,700,Ресторан,грузинская,
43770,Taco Project,9.8,Идеально,2,500,Кафе,"стритфуд,мексиканская,латиноамериканская",
46627,Ikigai,9.6,Идеально,3,600,Корнер,"азиатская,японская,рамен,суши",еда навынос
45379,Лакомка,5.3,Нормально,1,400,Кондитерская,десерты,"детская комната,парковка"
45319,Thali & Dosa,8.7,Отлично,2,700,Кафе,индийская,парковка
47181,Chik O'Rico,7.6,Хорошо,4,400,Кафе,"азиатская,корейская,стритфуд","бизнес-ланч,доставка"
45652,Клер,10.0,Идеально,2,200,Кондитерская,"десерты,сладости","можно с животными,доставка"
45677,Bro.We,7.3,Хорошо,2,350,Кофейня,"десерты,спешелти кофе,сладости",
45348,На углях,10.0,Идеально,2,500,Кафе,кавказская,доставка
43869,Mac & Cheese,6.3,Неплохо,2,500,Корнер,американская,
44356,Домик в саду,7.2,Хорошо,3,1400,Кафе,"европейская,итальянская,пицца",завтрак
42021,Дарбарс,10.0,Идеально,2,1300,Ресторан,"индийская,вегетарианские блюда","бизнес-ланч,доставка,парковка"
44177,Georges,1.0,Хуже некуда,2,1500,Ресторан,"грузинская,кавказская",
41035,Че хотэли пили-ели,8.9,Отлично,2,1300,Ресторан,грузинская,"живая музыка,кальян,доставка"
33075,Панчетта,5.8,Нормально,2,1400,Ресторан,"европейская,итальянская,пицца","бизнес-ланч,доставка"
42114,4 сыра,6.3,Неплохо,3,1200,Кафе,"европейская,пицца,бургеры","за городом,доставка"
35498,Valesko,9.1,Идеально,2,1500,Ресторан,европейская,"при отеле,караоке,детская комната,бизнес-ланч,спортивные трансляции"
35255,Dark Patrick’s Pub,5.7,Нормально,3,1500,Паб,"европейская,стейки","живая музыка,бизнес-ланч,спортивные трансляции"
39970,Foood Bazar,7.7,Хорошо,2,900,Кафе,"европейская,узбекская","детское меню,парковка"
46090,FoodBand,10.0,Идеально,2,1000,Служба доставки,"смешанная,японская,пицца,суши,вегетарианские блюда","бизнес-ланч,доставка"
43546,Hookah Time,10.0,Идеально,2,1500,Кальянная,закуски,"кальян,настольные игры"
46360,Сыроварня Новая Рига,3.6,Плохо,3,1500,Ресторан,"европейская,русская,пицца","за городом,доставка,парковка"
47320,Party Hard,6.5,Неплохо,4,1100,Лофт,,"караоке,настольные игры"
46547,Latteria 1963,7.5,Хорошо,2,1400,Ресторан,"итальянская,европейская,пицца","доставка,ресторан у воды"
44937,Corner Café & Kitchen,9.8,Идеально,2,1200,Кафе,"азиатская,японская,рамен",бизнес-ланч
46536,Salumeria Pizzeria,3.0,Плохо,2,1100,Пиццерия,"итальянская,пицца",
44183,Жемчуга,8.2,Отлично,2,1500,Корнер,"европейская,десерты",завтрак
46431,Джи Джи Гриль,5.8,Нормально,2,1250,Ресторан,"смешанная,бургеры,пицца,шашлыки","кальян,спортивные трансляции,камин,парковка"
41710,Бегония,6.2,Неплохо,2,1000,Кафе,"европейская,русская,смешанная",
31101,Beer & Brut,9.8,Идеально,4,1500,Гастробар,"европейская,крафтовое пиво","живая музыка,бизнес-ланч,dj,завтрак,своя пивоварня"
33408,Кофемания,10.0,Идеально,3,1500,Кофейня,"европейская,сладости","за городом,завтрак,парковка"
32237,City,8.8,Отлично,3,1500,Кафе,"русская,европейская","за городом,живая музыка,шоу-программа,бизнес-ланч,завтрак"
46490,Fame,6.7,Неплохо,3,1200,Ресторан,европейская,"за городом,детское меню,караоке,кальян,парковка"
30942,Pinch,6.8,Неплохо,8,1500,Ресторан,"авторская,коктейли,американская",завтрак
34439,Лав,7.8,Хорошо,8,1500,Кафе,"европейская,русская",доставка
43234,The Dubliner Pub,7.8,Хорошо,2,1400,Паб,"европейская,русская,смешанная,бургеры,стейки,крафтовое пиво,коктейли,американская","живая музыка,бизнес-ланч,спортивные трансляции"
33896,Мишки,7.4,Хорошо,3,1500,Бар,"европейская,суши","за городом,караоке,бизнес-ланч,кальян,спортивные трансляции"
43085,Сыто Piano,4.0,Посредственно,4,1000,Кафе,"европейская,смешанная,бургеры,пицца,суши,американская","dj,кальян"
32272,Орлов,8.6,Отлично,2,1500,Ресторан,,
46642,Igloobar,8.4,Отлично,69,1500,Лофт,,"день святого валентина,новогодний корпоратив,панорамный вид,караоке,кальян"
45774,Гейша и супермен,8.7,Отлично,7,1500,Бар,"японская,азиатская,коктейли,суши",dj
35590,Маэстро-М,9.2,Идеально,2,1500,Ресторан,"европейская,кавказская,шашлыки","бизнес-ланч,кальян,завтрак,доставка,парковка"
39507,NewTone,9.3,Идеально,3,1000,Кафе,смешанная,"караоке,кальян,спортивные трансляции,настольные игры"
33526,Марфино,9.0,Идеально,14,1500,Ресторанный комплекс,"европейская,русская","за городом,детское меню,караоке,спортивные трансляции,завтрак"
37339,Lubeer,9.2,Идеально,2,1500,Кафе,"европейская,русская","за городом,караоке,бизнес-ланч"
30767,Молоко,7.3,Хорошо,9,1500,Кафе,"европейская,коктейли",
42498,Lure Oyster Bar,9.2,Идеально,2,1500,Ресторан,"устрицы,рыба и морепродукты,крабы",
31998,Колхи,9.4,Идеально,12,1500,Ресторан,"европейская,азербайджанская,армянская",
43794,Воробьевы горы,9.4,Идеально,5,1400,Ресторан,"кавказская,европейская,шашлыки","караоке,детская комната,живая музыка,бизнес-ланч,кальян"
42753,В окошках,9.5,Идеально,2,900,Кафе,"европейская,смешанная,кавказская,грузинская,пицца,бургеры,американская","детские мастер-классы,детское меню,караоке,детская комната,живая музыка"
31774,Vienna,9.6,Идеально,8,1500,Кафе,европейская,"за городом,завтрак,парковка"
43736,Чи-фань,7.9,Хорошо,5,1350,Кафе,"китайская,азиатская","караоке,кальян"
44799,The Бык,7.6,Хорошо,4,900,Ресторан,европейская,"кальян,парковка"
42553,Шу-Шу,9.1,Идеально,25,1200,Ресторан,"европейская,грузинская,кавказская,грузинская,вегетарианские блюда","детское меню,детская комната,караоке,живая музыка,бизнес-ланч"
35082,Шардам,9.3,Идеально,8,1500,Ресторан,европейская,"детское меню,парковка"
40538,Мариус,9.6,Идеально,6,1300,Клуб,европейская,"здесь танцуют,караоке,живая музыка,бизнес-ланч,dj"
47174,За поводом,10.0,Идеально,2,1500,Ресторан,европейская,"при отеле,детское меню"
30745,Хачапури,8.5,Отлично,6,1200,Ресторан,"грузинская,кавказская,шашлыки","детские мастер-классы,детское меню,детская комната,живая музыка,бизнес-ланч"
47445,Соло,9.7,Идеально,5,1500,Клуб,европейская,"здесь танцуют,караоке,живая музыка,шоу-программа,кабинки"
30886,Тануки,10.0,Идеально,12,1500,Ресторан,"японская,суши,вегетарианские блюда","кальян,доставка"
41877,Megobari,9.7,Идеально,3,1200,Ресторан,грузинская,живая музыка
42443,Billy McDaniel,9.9,Идеально,6,1500,Паб,"европейская,американская","живая музыка,бизнес-ланч,спортивные трансляции,настольные игры"
45825,Остров Lounge,8.3,Отлично,17,1250,Лаунж,"европейская,пицца","еда навынос,караоке,шоу-программа,кальян,спортивные трансляции"
46052,Level Kitchen,9.8,Идеально,30,900,Служба доставки,"европейская,смешанная,вегетарианские блюда",доставка
43754,Classica,9.1,Идеально,11,1300,Бар,"европейская,средиземноморская",dj
43435,Lars Vegans,9.7,Идеально,13,900,Ресторан,"латиноамериканская,европейская,итальянская,пицца,американская,бразильская,вегетарианские блюда","живая музыка,бизнес-ланч"
31452,Baga Bar,8.8,Отлично,61,1200,Бар,"индийская,коктейли,стейки,шашлыки,бургеры,американская","здесь танцуют,живая музыка,бизнес-ланч,dj,кальян"
30489,Натахтари,9.0,Идеально,19,1300,Ресторан,"кавказская,грузинская","детское меню,детская комната,доставка,парковка"
33346,Киану,9.8,Идеально,8,1500,Бар,"азиатская,коктейли,суши,японская,боулы",парковка
46475,Daily Green,10.0,Идеально,7,1000,Кофейня,"европейская,боулы",завтрак
46157,Дюшес,10.0,Идеально,11,1350,Ресторан,"кавказская,азербайджанская,шашлыки","панорамный вид,детское меню,караоке,детская комната,бизнес-ланч"
46181,Охотка,8.7,Отлично,12,1100,Ресторан,рыба и морепродукты,бизнес-ланч
38072,Tehnikum,8.5,Отлично,28,1300,Кафе,"европейская,закуски",
43916,Библиотека Shisha Lounge,10.0,Идеально,38,1500,Кальянная,"европейская,смешанная,бургеры,пицца,крафтовое пиво,итальянская","кальян,настольные игры,завтрак"
30887,Йоркшир,7.9,Хорошо,86,1500,Паб,"европейская,английская","живая музыка,спортивные трансляции,доставка,парковка"
39207,Мята Lounge,8.0,Отлично,92,1400,Кальянная,"стритфуд,европейская","кальян,спортивные трансляции,парковка"
39199,Victoria & Albert,8.0,Отлично,46,900,Бар,"бургеры,крафтовое пиво,закуски","спортивные трансляции,настольные игры"
43705,Хурма-бастурма,9.2,Идеально,14,1100,Ресторан,"европейская,кавказская,грузинская,шашлыки","здесь танцуют,панорамный вид,детское меню,детская комната,живая музыка"
35681,Кусочки,7.9,Хорошо,33,1500,Кафе,"европейская,русская,смешанная,бургеры,коктейли","бизнес-ланч,кальян,парковка"
40518,Pivzavod77,9.9,Идеально,22,1500,Бар,"европейская,чешская,крафтовое пиво","детское меню,живая музыка,бизнес-ланч,кальян,спортивные трансляции"
44391,Библиотека Shisha Lounge,10.0,Идеально,50,1500,Кальянная,"европейская,бургеры,крафтовое пиво,итальянская","кальян,настольные игры"
44881,Nebar,8.1,Отлично,25,1100,Бар,"европейская,коктейли,американская","здесь танцуют,караоке,шоу-программа,dj,кальян"
43924,Blanc,5.8,Нормально,12,1500,Ресторан,европейская,"здесь танцуют,можно с животными"
46574,Steak It Easy,10.0,Идеально,24,1500,Ресторан,"европейская,стейки,коктейли,американская","бранч,еда навынос,детское меню,бизнес-ланч,доставка"
40527,Пивбар Коломенское,9.8,Идеально,5,1100,Бар,европейская,
36882,Мирадж,9.3,Идеально,8,1500,Ресторан,татарская,
31297,Счастье на крыше,7.3,Хорошо,14,1500,Ресторан,"европейская,итальянская,торты на заказ","панорамный вид,детское меню,бизнес-ланч,завтрак"
37782,Loft Men’s Club,9.3,Идеально,2,1000,Клуб,"европейская,коктейли","караоке,dj,стриптиз"
44718,Хинкали & Vino,9.9,Идеально,30,1500,,"кавказская,грузинская","бизнес-ланч,dj,завтрак"
44044,Smoke Relax,9.8,Идеально,8,1500,Кальянная,"смешанная,суши,пицца",кальян
45146,Bon Club,10.0,Идеально,30,1500,Ресторан,"европейская,бургеры,стейки,итальянская","здесь танцуют,за городом,детское меню,детская комната,живая музыка"
30591,I Like Wine,9.2,Идеально,3,1500,Винотека,"европейская,коктейли,итальянская",парковка
46808,She,7.0,Хорошо,13,1500,Ресторан,"авторская,европейская,средиземноморская,азиатская,вегетарианская,коктейли",
30552,Fresh,8.7,Отлично,6,1400,Ресторан,"вегетарианская,вегетарианские блюда","заказ кейтеринга,завтрак,доставка"
39356,Друзья,9.3,Идеально,3,1000,Бар,"узбекская,европейская","живая музыка,бизнес-ланч,кальян,спортивные трансляции,доставка"
42482,Буфетъ Чайковский,9.7,Идеально,3,1100,Кафе,"европейская,итальянская","детские мастер-классы,живая музыка,шоу-программа,бизнес-ланч"
37158,Братья Караваевы,5.5,Нормально,5,1500,Кулинария,"европейская,русская,сладости",
41225,Pioppo Albero,9.2,Идеально,11,1500,Ресторан,"итальянская,пицца","доставка,кулинарные мастер-классы"
43555,Праймбиф-бар,9.0,Идеально,5,1500,Ресторан,"бургеры,стейки,американская","заказ кейтеринга,завтрак"
42575,Хачапури и вино,6.8,Неплохо,21,950,Кафе,грузинская,"бизнес-ланч,завтрак,доставка"
44862,Shortlist. Books & Spirits,8.4,Отлично,5,1400,Бар,"европейская,коктейли","бранч,еда навынос,завтрак,доставка"
42760,Очаг,9.8,Идеально,4,1200,Кафе,"европейская,русская","детское меню,бизнес-ланч,спортивные трансляции,завтрак,камин"
31270,Paulaner Bräuhaus,9.0,Идеально,8,1500,Бар,"русская,немецкая,европейская","детское меню,бизнес-ланч,спортивные трансляции,своя пивоварня,парковка"
31054,Пив & Ко,8.9,Отлично,3,1500,Ресторан,"немецкая,европейская,русская,бургеры,стейки,американская,вегетарианские блюда","детское меню,караоке,живая музыка,бизнес-ланч,кальян"
38423,Too Much,10.0,Идеально,9,1300,Бар,европейская,доставка
43476,Лесное,7.8,Хорошо,20,1100,Кафе,"европейская,русская,итальянская,пицца,торты на заказ","детские мастер-классы,детское меню,шоу-программа,спортивные трансляции,доставка"
41993,Manana,9.6,Идеально,54,1200,Ресторан,грузинская,"детское меню,караоке,живая музыка,бизнес-ланч,кальян"
35976,Зеленое яблоко,9.7,Идеально,3,1500,Ресторан,"европейская,смешанная,итальянская,японская","детское меню,живая музыка,бизнес-ланч,кальян,доставка"
40954,Ku,9.7,Идеально,10,1500,Ресторан,"японская,рамен","при отеле,еда навынос,доставка,парковка"
